ticker,publishedAt,title,description,content,source
THYAO.IS,2026-05-13 14:03:00,Boost for Brits' summer flights as jet fuel cost falls 10% in biggest drop since Iran war began - but experts warn prices could 'easily spike again' and won't result in cheaper tickets,"Concerns over supplies have intensified as Iran continues to have a stranglehold on tankers passing through the Strait of Hormuz, leading to a surge in oil prices.","The jet fuel crisis could have already hit its peak after the average global price fell by more than 10 per cent to its lowest level in two months, the Daily Mail can reveal.
Concerns over supplies … [+11852 chars]",NewsAPI
THYAO.IS,2026-05-13 11:00:00,The Final Hours,An Afghan family’s flight to safety,"This is a story about what happens when you are stateless and powerless—the daily humiliations, the endless waiting, the impossible choices, the dependence on strangers, the danger in every official … [+18916 chars]",NewsAPI
THYAO.IS,2026-05-13 09:28:00,Europe’s jet fuel crunch puts Türkiye in focus,"Türkiye has the potential to become a key balancing point in the jet fuel market as Europe faces falling stocks and supply concerns, a senior Turkish Fuel Services (TSF) executive has said.","ISTANBUL
Türkiye has the potential to become a key balancing point in the jet fuel market as Europe faces falling stocks and supply concerns, a senior Turkish Fuel Services (TSF) executive has said.… [+1526 chars]",NewsAPI
ASELS.IS,2026-05-13 09:18:00,"Qatar Defense Market 2026-2035: Drivers, Leading Sectors and Countries of Origin - Qatar's Defense Acquisition Budget Forecast to Hit $5.6 Billion by 2031","The growing defense budget, driven by Qatar's aim for independent capability within the GCC and strategic ties with the U.S., Turkey, and France, highlights investment potential in procurement and fleet modernization The growing defense budget, driven by Qata…","Dublin, May 13, 2026 (GLOBE NEWSWIRE) -- The ""Qatar Defense Market Data 2026-2035"" has been added to ResearchAndMarkets.com's offering.
Qatar's defense budget is set for noteworthy growth, increasin… [+6781 chars]",NewsAPI
OTKAR.IS,2026-05-13 09:01:00,"Saudi Arabia Defense Market Report 2026-2035 | Procurement Plans, Budget Allocations, Market Trends | Featuring Igman, RTX Integrated Defense Systems, The Boeing Co., RTX Corp., Leonardo and More","Saudi Arabia's defense shift presents investment opportunities in domestic manufacturing, R&D, and procurement within key sectors: military aircraft, drones, and missile defense Saudi Arabia's defense shift presents investment opportunities in domestic manufa…","Dublin, May 13, 2026 (GLOBE NEWSWIRE) -- The ""Saudi Arabia Defense Market Data 2026-2035"" has been added to ResearchAndMarkets.com's offering.
Saudi Arabia's defense budget has been significantly in… [+8849 chars]",NewsAPI
ASELS.IS,2026-05-13 09:01:00,"Saudi Arabia Defense Market Report 2026-2035 | Procurement Plans, Budget Allocations, Market Trends | Featuring Igman, RTX Integrated Defense Systems, The Boeing Co., RTX Corp., Leonardo and More","Saudi Arabia's defense shift presents investment opportunities in domestic manufacturing, R&D, and procurement within key sectors: military aircraft, drones, and missile defense Saudi Arabia's defense shift presents investment opportunities in domestic manufa…","Dublin, May 13, 2026 (GLOBE NEWSWIRE) -- The ""Saudi Arabia Defense Market Data 2026-2035"" has been added to ResearchAndMarkets.com's offering.
Saudi Arabia's defense budget has been significantly in… [+8849 chars]",NewsAPI
THYAO.IS,2026-05-13 03:55:00,AI and Digital Identity Drive Aviation's Next Chapter: Trip.com Group at Airline Global Conference,"AMSTERDAM, May 13, 2026 /PRNewswire/ -- Trip.com Group opened its flagship Trip.com Airline Global Conference (AGC) 2026 in Amsterdam, convening global leaders from across the aviation and travel ecosystem to explore how technology, trust, and collaboration a…","Accessibility StatementSkip NavigationHeld at the Passenger Terminal Amsterdam, the conference brought together airline partners, airports, global distribution systems (GDS), technology companies, co… [+5980 chars]",NewsAPI
THYAO.IS,2026-05-13 03:39:00,AI and Digital Identity Drive Aviation's Next Chapter: Trip.com Group at Airline Global Conference,"AMSTERDAM, May 12, 2026 /PRNewswire/ -- Trip.com Group opened its flagship Trip.com Airline Global Conference (AGC) 2026 in Amsterdam, convening global leaders from across the aviation and travel ecosystem to explore how technology, trust, and collaboration a…","Accessibility StatementSkip NavigationHeld at the Passenger Terminal Amsterdam, the conference brought together airline partners, airports, global distribution systems (GDS), technology companies, co… [+5694 chars]",NewsAPI
MGROS.IS,2026-05-12 18:00:00,Advancing enterprise AI: New SAP on Azure announcements from SAP Sapphire 2026,"Together, Microsoft and SAP are helping enterprises transform operations, decision-making, and innovation at scale on Azure.
The post Advancing enterprise AI: New SAP on Azure announcements from SAP Sapphire 2026 appeared first on Microsoft Azure Blog.","In this article
Together, Microsoft and SAP are helping enterprises transform operations, decision-making, and innovation at scale on Azure.
At SAP Sapphire 2026, Microsoft and SAP continue to buil… [+15879 chars]",NewsAPI
ASELS.IS,2026-05-12 13:49:28,Iraq Enhancing Weak Air Defense With South Korean And Turkish Systems,It very much remains to be seen whether these Turkish and Korean systems will ever realize their full combat potential in Iraqi service.,"'KORKUT 25mm Close Air Defense System', ""BUKALEMUN GNSS Deception System"", ""KANGAL FPV Anti-Drone System"", ""SEDA 100-Cuav Acoustic Drone Detection System"" and the IHTAR, which is developed to neutral… [+6254 chars]",NewsAPI
THYAO.IS,2026-05-12 10:09:26,Türkiye’s e‑commerce volume surges 52 percent in 2025,"The e-commerce market continued its rapid expansion in Türkiye last year, with total transaction volume increasing 52.2 percent year on year to exceed 4.57 trillion Turkish Liras, according to “the Outlook of E‑Commerce in Türkiye” report.","ISTANBUL
The e-commerce market continued its rapid expansion in Türkiye last year, with total transaction volume increasing 52.2 percent year on year to exceed 4.57 trillion Turkish Liras, according… [+1473 chars]",NewsAPI
THYAO.IS,2026-05-12 08:37:39,Millions of passengers could face flight cancellations under Labour plans - amid warnings jet fuel supplies could reach 'critically low levels' in weeks,Labour announced a temporary rule change on May 2 allowing airlines to cut flights from their schedules if they can fit passengers onto other planes with empty seats.,"Summer flights could be cancelled for millions of UK tourists because of Government plans to tackle the jet fuel shortage, Britain's biggest airports warned today - as the world's biggest oil company… [+7721 chars]",NewsAPI
THYAO.IS,2026-05-11 23:55:35,The airlines most prepared for jet fuel shortages: Data reveals the carriers who least likely to cancel flights if oil prices remain high as summer holiday chaos looms,British holidaymakers face a summer travel lottery amid the global jet fuel crisis - with some airlines better placed than others to dodge anticipated flight chaos.,"British holidaymakers face a summer travel lottery amid the global jet fuel crisis - with some airlines better placed than others to dodge anticipated flight chaos.
A Daily Mail investigation has fo… [+20032 chars]",NewsAPI
THYAO.IS,2026-05-11 16:15:23,Today’s News in a Nutshell,"KATHMANDU: Khabarhub brings you a glimpse of major developments of the day in Nepal, including politics, business/economy, sports, entertainment, and more. Govt presents Policy and Program for FY 2026/27 President Ram Chandra Paudel presented the Government o…","KATHMANDU: Khabarhub brings you a glimpse of major developments of the day in Nepal, including politics, business/economy, sports, entertainment, and more.
Govt presents Policy and Program for FY 20… [+14420 chars]",NewsAPI
THYAO.IS,2026-05-11 14:02:35,Turkish Airlines jet catches fire while landing at Nepal's main airport; all passengers safe,"<![CDATA[ The incident caused the runway to close for almost two hours in the morning, but it has since been reopened, said a spokesman at Nepal's civil aviation authority. ]]>","KATHMANDU: A Turkish Airlines jet caught fire while landing at Nepal's main airport on Monday (May 11), causing no reported injuries but forcing the airport to shut down.
The flight from Istanbul la… [+1650 chars]",NewsAPI
MGROS.IS,2026-05-11 13:00:00,Expanding the Global RISE with SAP on Microsoft Azure Initiative: Elevating Customer Success with Microsoft and SAP,SAP and Microsoft are expanding the global RISE with SAP on Microsoft Azure initiative for RISE with SAP on Microsoft Azure customers.,"Microsoft and SAP are excited to announce the expansion of the global RISE with SAP on Microsoft Azure initiative, a joint program between Microsoft and SAP designed to deliver technical expertise, s… [+3458 chars]",NewsAPI
THYAO.IS,2026-05-11 11:24:33,Airlines across Europe cut prices to entice holidaymakers worried about jet fuel shortages,Companies locked in a ‘confidence game’ with consumers to persuade them to book,"Airlines across Europe are cutting prices for summer flights to counter a delay in bookings, as customers worry that jet fuel shortages will disrupt their holiday plans. 
Carriers, travel agents and… [+5565 chars]",NewsAPI
THYAO.IS,2026-05-11 10:57:54,Qatar Airways to add service to Caracas and Bogotá,"New routes are on the menu at Qatar Airways, as it plans to launch services to Caracas, Venezuela, and Bogotá, Colombia, from July 2026. Qatar Airways Boeing 777-200LR – Image, Economy Class and Beyond  The new routes to Caracas, Venezuela, and Bogotá, Colomb…","New routes are on the menu at Qatar Airways, as it plans to launch services to Caracas, Venezuela, and Bogotá, Colombia, from July 2026.
Qatar Airways Boeing 777-200LR – Image, Economy Class and Bey… [+2497 chars]",NewsAPI
THYAO.IS,2026-05-11 10:00:00,"Air Europa to Launch Operations at The New Terminal One at JFK, Marking a New Chapter in New York City Service","NEW YORK, May 11, 2026 /PRNewswire/ -- The New Terminal One at New York John F. Kennedy International Airport today announced that Air Europa will relocate its New York operations to the New Terminal One when the international terminal opens its first gates i…","NEW YORK, May 11, 2026 /PRNewswire/ -- The New Terminal One at New York John F. Kennedy International Airport today announced that Air Europa will relocate its New York operations to the New Terminal… [+4164 chars]",NewsAPI
THYAO.IS,2026-05-11 09:55:48,Turkish Airlines plane evacuated after landing gear fire in Nepal,"A Turkish Airlines flight with 277 passengers was safely evacuated in Nepal after its landing gear caught fire during landing. All passengers and crew are

Read More: https://punchng.com/turkish-airlines-plane-evacuated-after-landing-gear-fire-in-nepal/","Hundreds of passengers and crew aboard a Turkish Airlines flight to Nepal were safely evacuated on Monday after the plane’s landing gear caught fire while arriving at Kathmandu airport, officials sai… [+1549 chars]",NewsAPI
THYAO.IS,2026-05-11 09:11:36,"Katmandu, scatta emergenza per principio d'incendio su aereo turco","Ground staff collect an emergency ladder from a Turkish Airlines aircraft after a landing gear fire at Tribhuvan International Airport in Kathmandu, Nepal, 11 May 2026. (ANSA)","Se hai scelto di non accettare i cookie di profilazione e tracciamento, puoi aderire all’abbonamento ""Consentless"" a un costo molto accessibile, oppure scegliere un altro abbonamento per accedere ad … [+320 chars]",NewsAPI
THYAO.IS,2026-05-11 08:30:42,"Turkish Airlines plane catches fire at Nepal airport, passengers safe","A Turkish Airlines plane carrying 277 passengers and 11 crew members caught fire while landing at Kathmandu airport on May 11, but no one was hurt in the accident.","KATHMANDU
A Turkish Airlines aircraft (C) is parked on the tarmac at the Tribhuvan International Airport in Kathmandu on May 11, 2026. A Turkish Airlines plane carrying 277 passengers and 11 crew me… [+1341 chars]",NewsAPI
THYAO.IS,2026-05-11 06:51:05,"Plane catches fire as it comes into land, forcing passengers to evacuate on emergency slide","A Turkish Airlines plane carrying 277 passengers and 11 crew members caught fire while landing at Kathmandu airport Monday, but no one was hurt in the accident.","A Turkish Airlines plane carrying 277 passengers and 11 crew members caught fire while landing at Kathmandu airport Monday, but no one was hurt in the accident.
The flight, which took off from Istan… [+2633 chars]",NewsAPI
THYAO.IS,2026-05-11 05:21:13,"Turkish Airlines jet catches fire during landing in Kathmandu, all passengers safe","A Turkish Airlines Airbus A330 caught fire while landing at Kathmandu’s international airport on Monday, forcing a temporary shutdown of the airport. All 277 passengers and 11 crew members were safely evacuated.","A Turkish Airlines passenger jet caught fire while landing at Nepals main international airport on Monday morning, forcing authorities to temporarily shut down the airport. All passengers and crew me… [+1237 chars]",NewsAPI
THYAO.IS,2026-05-11 04:45:00,Turkish plan catches fire at TIA; flights resume after 90-minute shutdown,"Kathmandu, May 11: A Turkish Airlines aircraft caught fire while landing in Kathmandu on Sunday morning, prompting an emergency evacuation. Authorities said all passengers on board were rescued safely. According to Nepal’s Civil Aviation Authority spokesperso…","Kathmandu, May 11: A Turkish Airlines aircraft caught fire while landing in Kathmandu on Sunday morning, prompting an emergency evacuation. Authorities said all passengers on board were rescued safel… [+1033 chars]",NewsAPI
THYAO.IS,2026-05-11 03:55:52,Turkish Airlines jet catches fire while landing at Nepal's main airport; all passengers safe,A Turkish Airlines flight from Istanbul landed at Kathmandu's Tribhuvan International Airport with fire and smoke on the right landing gear. Emergency crew responded and controlled the fire and passengers were safely evacuated,"A Turkish Airlines jet caught fire while landing at Nepal's main airport on Monday, causing no reported injuries but forcing the airport to shut down.
The flight from Istanbul landed at Kathmandu's … [+871 chars]",NewsAPI
THYAO.IS,2026-05-11 03:37:44,Turkish Airlines jet catches fire while landing at Nepal's main airport; all passengers safe,"A Turkish Airlines jet caught fire while landing at Nepal’s main airport, causing no reported injuries but forcing the airport to shut down. The flight from Istanbul landed at Kathmandu’s Tribhuvan International Airport on Monday morning with fire and smoke o…","A required part of this site couldnt load. This may be due to a browser
 extension, network issues, or browser settings. Please check your
 connection, disable any ad blockers, or try using a diffe… [+12 chars]",NewsAPI
THYAO.IS,2026-05-11 03:28:32,Turkish Airlines jet catches fire while landing at Nepal's main airport; all passengers safe,"A Turkish Airlines jet caught fire while landing at Nepal’s main airport, causing no reported injuries but forcing the airport to shut down","KATHMANDU, Nepal -- A Turkish Airlines jet caught fire while landing at Nepal's main airport on Monday, causing no reported injuries but forcing the airport to shut down.
The flight from Istanbul la… [+855 chars]",NewsAPI
THYAO.IS,2026-05-11 03:15:18,TIA resumes operations after Turkish Airlines incident,"KATHMANDU: Operations at Tribhuvan International Airport have resumed after being temporarily disrupted following an incident involving a Turkish Airlines aircraft during landing. The aircraft, which arrived in Kathmandu from Istanbul on Monday morning, exper…","KATHMANDU: Operations at Tribhuvan International Airport have resumed after being temporarily disrupted following an incident involving a Turkish Airlines aircraft during landing.
The aircraft, whic… [+549 chars]",NewsAPI
THYAO.IS,2026-05-11 02:55:14,TIA disrupted after Turkish Airlines aircraft tire bursts during landing,"KATHMANDU: Operations at Tribhuvan International Airport were disrupted after a tire of a Turkish Airlines aircraft burst and caught fire during landing on a flight arriving from Istanbul on Monday. According to airport sources, the incident temporarily halte…","KATHMANDU: Operations at Tribhuvan International Airport were disrupted after a tire of a Turkish Airlines aircraft burst and caught fire during landing on a flight arriving from Istanbul on Monday.… [+491 chars]",NewsAPI
THYAO.IS,2026-05-11 02:26:03,"Nepal: Turkish Airlines planes suffer tyre fire during landing, all 278 passengers safely evacuated","A Turkish Airlines flight from Istanbul to Kathmandu experienced tyre fires upon landing at Tribhuvan International Airport. All 278 passengers and 11 crew members were safely evacuated using emergency doors. The incident, which saw flames on the right landin…",A Turkish Airlines aircraft's tyres caught fire while landing at the Tribhuvan International Airport in Kathmandu on early Monday morning. Police confirmed that all passengers and crew members were s… [+1776 chars],NewsAPI
THYAO.IS,2026-05-11 02:21:13,Turkish Airlines plane’s tyre catches fire during landing at TIA,"KATHMANDU: A Turkish Airlines aircraft arriving from Istanbul caught fire while landing at Tribhuvan International Airport (TIA) on Monday morning. According to Superintendent of Police Raj Kumar Silwal of the Airport Security Office, a tyre of flight TK726 c…","KATHMANDU: A Turkish Airlines aircraft arriving from Istanbul caught fire while landing at Tribhuvan International Airport (TIA) in Kathmandu on Monday morning.
According to Superintendent of Police… [+581 chars]",NewsAPI
THYAO.IS,2026-05-11 01:12:40,"Ranking the entire PGA Championship field, Nos. 1-156",Cameron Young and Scottie Scheffler headline a complete ranking of all 156 competitors this week at Aronimink Golf Club.,"The seasons second major is upon us as Aronimink Golf Club hosts the PGA Championship, the first major championship to be contested at the Newtown Square, Pennsylvania club.
World No. 1 Scottie Sche… [+11101 chars]",NewsAPI
THYAO.IS,2026-05-10 17:39:02,Completely unknown golfer Yurav Premlall comes out of nowhere to win DP World Tour event by 14 shots,Yurav Premlall's stunning 14-shot Catalunya Championship victory came just one week after the South African missed the cut at the Turkish Airlines Open.,"A week ago, DP World Tour golfer Yurav Premlall missed the cut in the Turkish Airlines Open by nine shots. Fast-forward to this Sunday, and his performance looks very different as the South African s… [+2478 chars]",NewsAPI
THYAO.IS,2026-05-10 12:11:11,Azerbaijan Risks Placing Itself on a Ukrainian-like Collision Course With Russia,Russia and Azerbaijan reached an agreement in mid-April for resolving their dispute over December 2024’s Azerbaijan Airlines incident where Russian forces accidentally damaged one of its planes flying over Chechnya while responding to a Ukrainian drone attack…,Russia and Azerbaijan reached an agreement in mid-April for resolving their dispute over December 2024s Azerbaijan Airlinesincident where Russian forces accidentally damaged one of its planes flying … [+4345 chars],NewsAPI
ASELS.IS,2026-05-10 10:11:26,Baykar aims to begin first serial deliveries of unmanned combat aircraft this year: CEO,"Turkish defense company Baykar aims to begin the first serial deliveries of its Bayraktar KIZILELMA unmanned combat aircraft this year, Baykar CEO Haluk Bayraktar said on May 9.","ISTANBUL
Turkish defense company Baykar aims to begin the first serial deliveries of its Bayraktar KIZILELMA unmanned combat aircraft this year, Baykar CEO Haluk Bayraktar said on May 9.
Speaking a… [+2689 chars]",NewsAPI
THYAO.IS,2026-05-09 12:21:20,My Turkmenistan Airlines Adventure: Ashgabat to Delhi on a Boeing 737-800,Come with me as I fly from Turkmenistan to India onboard a Turkmenistan Airlines Boeing 737-800,"You can read all the background information regarding my trip in my report from London Gatwick to Ashgabat on the Boeing 777-200LR here.
Some snaps from my Boeing 777 ride to Ashgabat
Following my … [+27046 chars]",NewsAPI
MGROS.IS,2026-05-08 22:18:53,Kalkan: The Mediterranean’s best kept secret for foodie groups,"It’s impossible not to be enticed by the dining scene in Kalkan, Turkey. Rich scents of mouthwatering dishes entice...
The post Kalkan: The Mediterranean’s best kept secret for foodie groups appeared first on A Luxury Travel Blog.","Its impossible not to be enticed by the dining scene in Kalkan, Turkey. Rich scents of mouthwatering dishes entice travellers whilst strolling narrow cobblestone roads. Patio-style seating spills out… [+5788 chars]",NewsAPI
THYAO.IS,2026-05-08 18:04:26,"Citi Strata Elite Card Delivers 75,000 Points Plus $1,200 In Credits In Your First Year","Citi new Strata Elite card delivers a surprisingly strong first-year value play. The current offer combines 75,000 points with up to $1,200 in travel credits, and those points can now transfer directly to American Airlines AAdvantage.","I receive compensation for content and many links on this blog. Be aware that websites may earn compensation when a customer clicks on a link, when an application is approved, or when an account is o… [+4184 chars]",NewsAPI
ASELS.IS,2026-05-08 15:30:00,Global Turret Systems Market Set to Reach USD 27.66 Billion by 2035 – SNS Insider,"Global Turret Systems Market Growth is Fueled by Increasing Defense Budgets, Expanding Deployment of Remote Weapon Stations (RWS), and Rapid Advancements in AI-Enabled Combat Technologies. Global Turret Systems Market Growth is Fueled by Increasing Defense Bu…","Austin, United States, May 08, 2026 (GLOBE NEWSWIRE) -- According to SNS Insider, the global Turret Systems Market size was valued at USD 20.41 Billion in 2025 and is projected to reach USD 27.66 Bil… [+9696 chars]",NewsAPI
ASELS.IS,2026-05-08 14:42:00,"Targeting Pods Market to Reach USD 8.84 Billion by 2031 as AI-Enabled Sensor Fusion Accelerates, Reports Mordor Intelligence","HYDERABAD, India, May 8, 2026 /PRNewswire/ -- According to the latest report by Mordor Intelligence, the targeting pods market size is projected to grow from USD 6.09 billion in 2026 to USD 8.84 billion by 2031, registering a CAGR of 7.74% during the forecast…","HYDERABAD, India, May 8, 2026 /PRNewswire/ -- According to the latest report by Mordor Intelligence, the targeting pods market size is projected to grow from USD 6.09 billion in 2026 to USD 8.84 bill… [+7036 chars]",NewsAPI
THYAO.IS,2026-05-08 12:56:11,British Airways owner warns ALL airlines will have to increase fares as jet fuel prices surge due to Iran war in another blow to UK tourists,British Airways owner International Airlines Group warned its profits will be hit as it expects to spend about €2billion (£1.7billion) more than planned on fuel this year because of the oil crisis.,"The boss of British Airways's parent company has warned all airlines will have to increase fares due to soaring jet fuel costs as the Middle East conflict continues.
International Airlines Group war… [+9577 chars]",NewsAPI
PGSUS.IS,2026-05-08 11:31:53,The mad dash for European final tickets: Aston Villa and Crystal Palace fans face scramble to get to Istanbul and Leipzig for historic games - as UEFA confirm pitiful allocation for showpiece events,"A mad, stressful and expensive dash across Europe awaits thousands of Aston Villa and Crystal Palace fans later this month.","A mad, stressful and expensive dash across Europe awaits thousands of Aston Villa and Crystal Palace fans later this month.
For many of the supporters, their respective Europa League and Europa Conf… [+5081 chars]",NewsAPI
THYAO.IS,2026-05-07 16:32:03,Passenger Who Was Aboard Hantavirus Ship Says Travelers ‘Were Not Well Informed’ After First Death,A passenger who was on the cruise ship experiencing a deadly hantavirus outbreak says those on board were “not well informed” about the severity of the situation after the ship’s captain first announced the death of one of the travelers.,A passenger who was on the cruise ship experiencing a deadly hantavirus outbreak says those on board were not well informed about the severity of the situation after the ships captain first announced… [+5395 chars],NewsAPI
THYAO.IS,2026-05-07 16:29:20,Airlines facing ‘worse than Covid’ crisis – AirAsia CEO,"The steep rise in jet fuel prices amid the US-Israeli war on Iran is a bigger challenge to airlines globally than the Covid-19 pandemic was, AirAsia CEO Tony Fernandes has said","The steep rise in jet fuel prices caused by the US-Israeli war on Iran is posing a bigger challenge to the global airline industry than the Covid-19 pandemic did, according to AirAsia CEO Tony Fernan… [+1787 chars]",NewsAPI
THYAO.IS,2026-05-07 13:56:05,What fuel cost crisis? Wizz Air cuts 15% off summer holiday flights and British Airways offers round-trips to USA for less than £580 as airlines slash prices,"While major carriers like Lufthansa and Turkish Airlines have cut millions of seats, airlines like Jet2 and Ryanair are running flash sales and deals for the summer holidays.","Experts have warned that the current jet fuel shortage might put an end to numerous summer holiday plans, as airlines have cut two million seats from May's schedules within the past two weeks as the … [+7143 chars]",NewsAPI
THYAO.IS,2026-05-07 13:49:22,Moment young British couple are caught by Turkish customs with 19 kilograms of marijuana in their suitcase while flying from Thailand to London,"Holly Cooper and her boyfriend Taylor Johnson, both 20, were detained at Istanbul Airport after arriving on a flight from Thailand and attempting to board a connecting service to London .","Footage captured the moment a young British couple were intercepted by Turkish customs officers after allegedly trying to fly with nearly 20 kilograms of cannabis hidden inside their luggage.
Holly … [+4031 chars]",NewsAPI
THYAO.IS,2026-05-07 13:00:52,Rove Adds Aeroplan Transfers — With A 25% Bonus And Live Award Search,"Rove Miles is not attached to an airline, hotel chain or credit card bank — but it keeps acting more like a serious transferable points program. Its newest addition is Air Canada Aeroplan, with 1:1 transfers, a 25% launch bonus, and live Aeroplan award search.","I receive compensation for content and many links on this blog. Be aware that websites may earn compensation when a customer clicks on a link, when an application is approved, or when an account is o… [+3800 chars]",NewsAPI
THYAO.IS,2026-05-07 13:00:28,"Air Canada Aeroplan adds a new transfer partner, with a 25% bonus to celebrate","Rove Miles adds Air Canada Aeroplan as its newest transfer partner, with a 25% bonus to celebrate","Rove just added Air Canada's Aeroplan program as its newest 1:1 transfer partner, and to celebrate, you can earn a 25% bonus when transferring your miles through June 6.
Rove is a credit cardless lo… [+1907 chars]",NewsAPI
ASELS.IS,2026-05-07 12:00:00,Defence Minister Pevkur in Istanbul: Defence cooperation between Turkey and Estonia intensifies,"Minister of Defence Hanno Pevkur met with his Turkish counterpart Yaşar Güler in Istanbul to discuss closer defence cooperation, the development of the defence industry and the upcoming Ankara Summit.","Republic of Estonia - Ministry of Defence
07.05.2026 | 07:43
Minister of Defence Hanno Pevkur met with his Turkish counterpart Yaar Güler in Istanbul to discuss closer defence cooperation, the deve… [+3088 chars]",NewsAPI
THYAO.IS,2026-05-07 11:02:28,Rove adds Aeroplan as a transfer partner and 25% bonus.,"Rove continues to add valuable transfer parnters and today announced that it is adding one of my favorites: Aeroplan. Not only that…but until June 6, 2026 at 11:59 p.m. EST, there is a 25% transfer bonus…meaning every 1,000 Rove Miles converts to 1,250 Aeropl…","This site is part of an affiliate sales network and may earn compensation when a customer clicks on a link, when an application is approved, or when an account is opened. This relationship may impact… [+1834 chars]",NewsAPI
THYAO.IS,2026-05-07 09:03:08,Brits surge towards Spain for half-term: Ibiza holiday bookings DOUBLE amid Iran war fears - but new EU border controls could spark chaos at airports,The popular Balearic island known for its lively nightlife is set to be packed during the last week of this month after a 100 per cent spike in bookings compared to last year.,"British families are surging to Spain for May half-term holidays with bookings to Ibiza doubling as the Iran war prompts a shift away from destinations near the Middle East.
The popular Balearic isl… [+9937 chars]",NewsAPI
THYAO.IS,2026-05-07 07:30:00,Contact Tracing Underway in Cruise Hantavirus Outbreak,"Passengers from a luxury Antarctic cruise are now at the center of a worldwide contact tracing mission, the Wall Street Journal reports. The MV Hondius, which carried tourists to remote southern waters, has become the focus of an urgent international effort a…","Passengers from a luxury Antarctic cruise are now at the center of a worldwide contact tracing mission, the Wall Street Journal reports. The MV Hondius, which carried tourists to remote southern wate… [+2320 chars]",NewsAPI
THYAO.IS,2026-05-06 23:30:02,Is YOUR half-term holiday at risk? Check how many flights are being axed by major airlines - as two million seats are cut globally,"The total number of seats across all carriers this month fell from 132,619,704 in mid April to 130,674,864 in late April, according to aviation analytics firm Cirium.","Airlines have cut two million seats from May's schedules within the past two weeks as the Iran war continues - with Turkish Airlines, Air China and Lufthansa worst hit.
The total number of seats acr… [+9157 chars]",NewsAPI
THYAO.IS,2026-05-06 22:01:49,"Turkish Airlines Return Airfare to Singapore: Melbourne $729 (30kg bag, Oct 26-Mar 27) @ flightfinderau",Destination: Singapore Airline: Turkish Airlines Valid Departure Dates: October to November 2025 & February to March 2026 Deal Expiry: Till Sold Out Direct flights All flights are on wide-body …,"Destination: SingaporeAirline: Turkish AirlinesValid Departure Dates: October to November 2025 &amp; February to March 2026Deal Expiry: Till Sold Out
<ul><li>Direct flights </li><li>All flights are … [+792 chars]",NewsAPI
ARCLK.IS,2026-05-06 20:05:00,Whirlpool Corporation Announces First-Quarter Results; Accelerates Cost and Pricing Actions to Restore Margins,"Decisive actions announced to restore profitability in MDA North America, including double-digit price increase and acceleration of cost take out initiatives War in Iran resulted in recession-level industry decline in the U.S. as consumer confidence collapsed…","<ul><li>Decisive actions announced to restore profitability in MDA North America, including double-digit price increase and acceleration of cost take out initiatives</li><li>War in Iran resulted in r… [+60497 chars]",NewsAPI
THYAO.IS,2026-05-06 15:08:33,Global aviation shock harbinger of broader crisis – Putin envoy,"The crisis in the aviation industry, prompted by the US-Israel attack on Iran, is set to affect other industries, Kirill Dmitriev believes Read Full Article at RT.com","The global aviation shock triggered by the US-Israeli attack on Iran and resulting fuel shortages is a harbinger of even “more severe shocks” that will rock other sectors of the global economy, Kreml… [+2001 chars]",NewsAPI
ASELS.IS,2026-05-06 13:47:07,Baykar signs first KIZILELMA export deal with Indonesia,"Turkish defense company Baykar has signed its first export agreement for Bayraktar KIZILELMA, its unmanned combat aircraft, with Indonesia-based PT Republik Aero Dirgantara during SAHA 2026 in Istanbul.","ISTANBUL
Turkish defense company Baykar has signed its first export agreement for Bayraktar KIZILELMA, its unmanned combat aircraft, with Indonesia-based PT Republik Aero Dirgantara during SAHA 2026… [+2339 chars]",NewsAPI
THYAO.IS,2026-05-06 13:39:56,FULL LIST: Top 10 best airlines in 2026,"AirlineRatings.com has released its 2026 World’s Best Airline Awards, with Qatar Airways ranked as the top full-service airline globally. The annual rankings, which assess airlines based on inflight product and passenger experience, place Cathay Pacific secon…","AirlineRatings.com has released its 2026 Worlds Best Airline Awards, with Qatar Airways ranked as the top full-service airline globally.
The annual rankings, which assess airlines based on inflight … [+1211 chars]",NewsAPI
THYAO.IS,2026-05-06 13:28:48,"Türkiye ready to open border with Armenia, envoy says","Preparations to reopen the long-closed border between Türkiye and Armenia are nearing completion, signaling a major step toward restoring ties, Türkiye’s special envoy for normalization has announced.","YEREVAN
Preparations to reopen the long-closed border between Türkiye and Armenia are nearing completion, signaling a major step toward restoring ties, Türkiyes special envoy for normalization has a… [+1330 chars]",NewsAPI
THYAO.IS,2026-05-06 11:20:35,LISTED: The major airlines in Germany cancelling flights and adding extra charges,"As fuel prices soar and airspace closes, airlines are cutting flights and often passing increased costs on to passengers. We look at the main carriers operating in and out of Germany and the measures each one is taking.","As fuel prices soar and airspace closes, airlines are cutting flights and often passing increased costs on to passengers. We look at the main carriers operating in and out of Germany and the measures… [+8725 chars]",NewsAPI
PGSUS.IS,2026-05-06 11:20:35,LISTED: The major airlines in Germany cancelling flights and adding extra charges,"As fuel prices soar and airspace closes, airlines are cutting flights and often passing increased costs on to passengers. We look at the main carriers operating in and out of Germany and the measures each one is taking.","As fuel prices soar and airspace closes, airlines are cutting flights and often passing increased costs on to passengers. We look at the main carriers operating in and out of Germany and the measures… [+8725 chars]",NewsAPI
